epoch,accuracy,loss,val_accuracy,val_loss
79,0.35501688718795776,1.5195518732070923,0.2818945646286011,1.5816856622695923
80,0.3979748487472534,1.3636441230773926,0.4675324559211731,1.182133436203003
81,0.41531145572662354,1.2802519798278809,0.3636363744735718,1.466354250907898
82,0.37204664945602417,1.352290391921997,0.3475935757160187,1.4038397073745728
83,0.4303467273712158,1.2587162256240845,0.5309396386146545,1.1317243576049805
84,0.46670758724212646,1.1972992420196533,0.5431627035140991,1.070205807685852
85,0.4708499610424042,1.1566075086593628,0.31168830394744873,1.415271520614624
86,0.46440625190734863,1.1738169193267822,0.4385026693344116,1.2494710683822632
87,0.48864683508872986,1.118353009223938,0.5194805264472961,1.068966031074524
88,0.5056765675544739,1.0772809982299805,0.40488922595977783,1.2008200883865356
89,0.5176434516906738,1.042457938194275,0.6042780876159668,0.9216280579566956
90,0.5546180009841919,0.9961425065994263,0.6325439214706421,0.888293445110321
91,0.5788585543632507,0.9570034742355347,0.625668466091156,0.9075940847396851
92,0.6063209772109985,0.9319813847541809,0.7532467246055603,0.7363835573196411
93,0.6463639140129089,0.87306147813797,0.6936593055725098,0.7714340686798096
94,0.6673826575279236,0.8468222618103027,0.7540106773376465,0.6840704083442688
95,0.6946915984153748,0.8103651404380798,0.6615737080574036,1.1579958200454712
96,0.7210800647735596,0.7611698508262634,0.7608861923217773,0.7061794996261597
97,0.7470082640647888,0.7290076613426208,0.7998471856117249,0.5935003161430359
98,0.7895059585571289,0.6352818608283997,0.8395721912384033,0.4864615797996521
99,0.7959496974945068,0.623426079750061,0.8800610899925232,32.42987060546875
100,0.8074562549591064,0.5823543071746826,0.8647822737693787,1.0658475160598755
101,0.819883406162262,0.5614116787910461,0.8907563090324402,0.3782212436199188
102,0.8272476196289062,0.5480524301528931,0.8823529481887817,0.36429446935653687
103,0.8358392119407654,0.5106842517852783,0.8938120603561401,0.36394697427749634
104,0.8396747708320618,0.515689492225647,0.8800610899925232,0.38052064180374146
105,0.8504142165184021,0.4829467833042145,0.7838044166564941,0.9297781586647034
106,0.8491868376731873,0.4839688241481781,0.8624904751777649,0.4318158030509949
107,0.8605400323867798,0.45105329155921936,0.8342245817184448,2.586362838745117
108,0.8585455417633057,0.464807391166687,0.9327731132507324,0.24764849245548248
109,0.8694384694099426,0.4390341341495514,0.8701298832893372,0.45627522468566895
110,0.877723217010498,0.41886305809020996,0.8517952561378479,0.5364428162574768
111,0.8725069165229797,0.4229084551334381,0.9220778942108154,28.048269271850586
112,0.878797173500061,0.40015870332717896,0.8441558480262756,2.0563888549804688
113,0.8804848194122314,0.39828115701675415,0.7433155179023743,2.406651258468628
114,0.885394275188446,0.3978334367275238,0.9159663915634155,0.336175799369812
115,0.8852408528327942,0.3929736316204071,0.9289534091949463,0.3244391977787018
116,0.89521324634552,0.3653276264667511,0.9258976578712463,2.841895580291748
117,0.8855476975440979,0.3904910683631897,0.9320091605186462,0.596573531627655
118,0.8936790227890015,0.3688752353191376,0.8632543683052063,2.13862943649292
119,0.8961337804794312,0.3671962022781372,0.9572192430496216,0.18711791932582855
