epoch,accuracy,loss,val_accuracy,val_loss
79,0.8402884602546692,0.7280361652374268,0.944996178150177,0.4061081111431122
80,0.8895366787910461,0.5544514656066895,0.9388846158981323,0.3847520649433136
81,0.9065664410591125,0.46776583790779114,0.9488158822059631,0.3315214514732361
82,0.9173059463500977,0.41300445795059204,0.9457601308822632,0.31074944138526917
83,0.9231359362602234,0.3807729184627533,0.9060351252555847,0.39525631070137024
84,0.923596203327179,0.3555704951286316,0.9572192430496216,0.2384323626756668
85,0.9285056591033936,0.3253902792930603,0.9251337051391602,0.33941179513931274
86,0.9341822862625122,0.30439460277557373,0.9404125213623047,0.2734397053718567
87,0.9375575184822083,0.2820521891117096,0.900687575340271,0.40301358699798584
88,0.9397054314613342,0.2726477086544037,0.9541634917259216,0.21492622792720795
89,0.9479901790618896,0.24686691164970398,0.9648586511611938,0.18935072422027588
90,0.9481436014175415,0.2388867735862732,0.9343010187149048,0.2863987386226654
91,0.9482970237731934,0.22837206721305847,0.9312452077865601,0.27964216470718384
92,0.9524394273757935,0.21835164725780487,0.9388846158981323,0.25027650594711304
93,0.9587296843528748,0.19947507977485657,0.9633308053016663,0.16687636077404022
94,0.9561215043067932,0.19918672740459442,0.8961039185523987,0.3765247166156769
95,0.9608775973320007,0.18691784143447876,0.9549274444580078,0.1980140209197998
96,0.9579625725746155,0.18822653591632843,0.9533995389938354,0.22118686139583588
97,0.9607241749763489,0.18281660974025726,0.9640947580337524,0.1769791841506958
98,0.9691623449325562,0.15751206874847412,0.9610389471054077,0.1925438791513443
99,0.9653267860412598,0.16730690002441406,0.9618028998374939,0.1703425496816635
100,0.9677815437316895,0.1617153286933899,0.958747148513794,0.17210949957370758
101,0.9710033535957336,0.15045632421970367,0.9724981188774109,0.14237961173057556
102,0.969315767288208,0.1542307585477829,0.9747899174690247,0.12446857988834381
103,0.9706965088844299,0.14782455563545227,0.9694423079490662,0.13971787691116333
104,0.9723841547966003,0.1424577236175537,0.8594346642494202,0.4692215919494629
105,0.972690999507904,0.1336277574300766,0.9595111012458801,0.15794746577739716
106,0.9725375771522522,0.1349434107542038,0.9648586511611938,0.17365555465221405
107,0.9740718007087708,0.13005489110946655,0.9694423079490662,0.14875459671020508
108,0.9763731360435486,0.12533977627754211,0.9724981188774109,0.12981516122817993
109,0.9782142043113708,0.12052496522665024,0.9709702134132385,0.1414795219898224
110,0.9752991795539856,0.12229104340076447,0.9663865566253662,0.15969039499759674
111,0.9733046889305115,0.12282221764326096,0.9640947580337524,0.1603887975215912
112,0.9754526019096375,0.11688753962516785,0.9595111012458801,0.17538094520568848
113,0.9779073596000671,0.1138739287853241,0.976317822933197,0.118745818734169
114,0.9783676266670227,0.11636487394571304,0.9709702134132385,0.13009120523929596
115,0.9794415235519409,0.11077912896871567,0.9610389471054077,0.15804147720336914
116,0.9800552129745483,0.10690924525260925,0.96867835521698,0.14024421572685242
117,0.9760662913322449,0.1182936429977417,0.8571428656578064,0.6066684126853943
118,0.9812825918197632,0.10426799207925797,0.948051929473877,0.19883768260478973
119,0.9797483682632446,0.11311517655849457,0.9824293255805969,0.08682525902986526
120,0.9838907718658447,0.09361813217401505,0.9404125213623047,0.2720992863178253
121,0.9763731360435486,0.11675125360488892,0.9388846158981323,0.2614874541759491
122,0.9834305047988892,0.09513644874095917,0.9755538702011108,0.12329518795013428
123,0.9837373495101929,0.09282547980546951,0.948051929473877,0.22677554190158844
124,0.983583927154541,0.09006225317716599,0.9541634917259216,0.18613770604133606
125,0.9832770824432373,0.09540964663028717,0.9824293255805969,0.08452261984348297
126,0.9823565483093262,0.1006026342511177,0.9809014797210693,0.0945696160197258
127,0.9837373495101929,0.09174119681119919,0.9618028998374939,0.14239126443862915
