epoch,accuracy,loss,val_accuracy,val_loss
79,0.7872046828269958,0.7243272662162781,0.9274255037307739,0.30713099241256714
80,0.8625345230102539,0.533065140247345,0.9572192430496216,0.2150438278913498
81,0.8958269357681274,0.43455955386161804,0.9679144620895386,0.19743886590003967
82,0.9102485179901123,0.39114487171173096,0.955691397190094,0.2027546912431717
83,0.9087143540382385,0.37420910596847534,0.9747899174690247,0.15476983785629272
84,0.9229825139045715,0.34386375546455383,0.9618028998374939,0.17367872595787048
85,0.9332617521286011,0.29986652731895447,0.9404125213623047,0.25101813673973083
86,0.9349493980407715,0.291470468044281,0.9717341661453247,0.16268958151340485
87,0.9421601891517639,0.2724568843841553,0.9602749943733215,0.19631507992744446
88,0.9478367567062378,0.254136323928833,0.9786096215248108,0.12446132302284241
89,0.9463025331497192,0.23857706785202026,0.9770817160606384,0.12240777909755707
90,0.9512120485305786,0.22831012308597565,0.9640947580337524,0.16968226432800293
91,0.9575023055076599,0.21470068395137787,0.9404125213623047,0.23826964199543
92,0.9578091502189636,0.2155495584011078,0.9755538702011108,0.12972545623779297
93,0.9571954607963562,0.19274434447288513,0.9671505093574524,0.1692287027835846
94,0.9628720283508301,0.18727831542491913,0.9732620120048523,0.13451437652111053
95,0.960570752620697,0.18771737813949585,0.9839572310447693,0.10264832526445389
96,0.9690089225769043,0.16459113359451294,0.979373574256897,0.12084101885557175
97,0.9628720283508301,0.17518481612205505,0.96562260389328,0.14345793426036835
98,0.9694691896438599,0.16694051027297974,0.9816653728485107,0.10093072056770325
99,0.9700828194618225,0.16533046960830688,0.9801375269889832,0.09767458587884903
100,0.9736115336418152,0.14050590991973877,0.9755538702011108,0.12177863717079163
101,0.9680883884429932,0.16392722725868225,0.9870129823684692,0.09005624055862427
102,0.9739183783531189,0.13908113539218903,0.9786096215248108,0.11002260446548462
103,0.9717704653739929,0.14905782043933868,0.9709702134132385,0.13121125102043152
104,0.9763731360435486,0.13177824020385742,0.9824293255805969,0.10806751996278763
105,0.9719238877296448,0.13963255286216736,0.9816653728485107,0.10709340870380402
106,0.9766799807548523,0.1291053295135498,0.9755538702011108,0.13072587549686432
107,0.9739183783531189,0.13478776812553406,0.96562260389328,0.16140492260456085
108,0.9734581112861633,0.13755616545677185,0.9740259647369385,0.12064176797866821
109,0.9777539372444153,0.1184333860874176,0.9839572310447693,0.08980753272771835
110,0.9772936701774597,0.12422269582748413,0.9770817160606384,0.118768610060215
111,0.9795949459075928,0.12245883792638779,0.9831932783126831,0.08748569339513779
112,0.9779073596000671,0.11879383772611618,0.9816653728485107,0.09332392364740372
113,0.9828168153762817,0.10582731664180756,0.9755538702011108,0.12439398467540741
114,0.9799017906188965,0.11081531643867493,0.9801375269889832,0.08793646097183228
115,0.978060781955719,0.12051912397146225,0.9740259647369385,0.10025676339864731
116,0.9822031259536743,0.10544139891862869,0.9778456687927246,0.11543399840593338
117,0.9785209894180298,0.12002996355295181,0.9778456687927246,0.10052716732025146
118,0.9800552129745483,0.10901801288127899,0.9816653728485107,0.08446788042783737
119,0.9832770824432373,0.10053461045026779,0.9786096215248108,0.09538596868515015
120,0.9772936701774597,0.11974477022886276,0.9747899174690247,0.11236497759819031
121,0.9831236600875854,0.09470202773809433,0.9717341661453247,0.12319868057966232
122,0.9817428588867188,0.10941114276647568,0.96867835521698,0.13669227063655853
123,0.984657883644104,0.0998380109667778,0.9839572310447693,0.07899110019207001
124,0.9874194264411926,0.08636442571878433,0.9801375269889832,0.1021505668759346
125,0.9883399605751038,0.08092439919710159,0.9831932783126831,0.09184538573026657
126,0.9837373495101929,0.09894590824842453,0.9816653728485107,0.0954388678073883
127,0.9826633930206299,0.10427721589803696,0.9732620120048523,0.13171036541461945
128,0.9828168153762817,0.09860817342996597,0.9824293255805969,0.09092670679092407
129,0.9828168153762817,0.09558389335870743,0.9717341661453247,0.12099261581897736
130,0.983583927154541,0.09436629712581635,0.9854850769042969,0.0738261342048645
131,0.9855784177780151,0.08907380700111389,0.9778456687927246,0.09600105881690979
132,0.9918686747550964,0.0687483549118042,0.9816653728485107,0.09868869185447693
133,0.9854249954223633,0.09169811755418777,0.9648586511611938,0.14405862987041473
134,0.9840441942214966,0.09605537354946136,0.9847211837768555,0.08982130885124207
135,0.9894139170646667,0.07927099615335464,0.9870129823684692,0.07595951855182648
136,0.9878796935081482,0.07722121477127075,0.9862490296363831,0.07291647046804428
137,0.98680579662323,0.08456894010305405,0.9778456687927246,0.10527680814266205
138,0.9871125817298889,0.07908438891172409,0.9671505093574524,0.1555851548910141
139,0.9838907718658447,0.08551138639450073,0.9755538702011108,0.10876070708036423
140,0.9854249954223633,0.08453959971666336,0.9824293255805969,0.09278007596731186
141,0.9869592189788818,0.07640784233808517,0.9801375269889832,0.08382727205753326
142,0.9855784177780151,0.08572888374328613,0.9778456687927246,0.10404062271118164
143,0.985731840133667,0.088905468583107,0.9809014797210693,0.09502558410167694
144,0.9874194264411926,0.07557760924100876,0.9770817160606384,0.10130999982357025
145,0.989107072353363,0.07005894184112549,0.9847211837768555,0.09203658998012543
146,0.9878796935081482,0.07338940352201462,0.979373574256897,0.11355607211589813
147,0.9889536499977112,0.07678228616714478,0.9801375269889832,0.09854227304458618
148,0.9871125817298889,0.07621710002422333,0.9755538702011108,0.12257001549005508
149,0.9860386848449707,0.07482176274061203,0.9839572310447693,0.07988123595714569
150,0.9914084076881409,0.06667164713144302,0.9854850769042969,0.07590056955814362
151,0.9864989519119263,0.08081533759832382,0.9831932783126831,0.09124818444252014
152,0.9872660040855408,0.07855480909347534,0.9854850769042969,0.08620501309633255
153,0.9866523742675781,0.07845539599657059,0.9854850769042969,0.07156910002231598
154,0.9909481406211853,0.05934184789657593,0.9809014797210693,0.10587617754936218
155,0.9889536499977112,0.07022450864315033,0.9831932783126831,0.08626067638397217
156,0.9900276064872742,0.06945322453975677,0.9572192430496216,0.2307802438735962
